Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Stratford Ews,23872,E94334,-39.33546,174.30502,280,H,Niwa
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(NZST),Time(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
23872,20220325,2000,13,6.2,17.0,1.6,1,H
23872,20220325,2100,13,5.8,17.0,1.5,1,H
23872,20220325,2200,15,5.9,17.0,1.6,1,H
23872,20220325,2300,17,7.0,16.0,1.8,1,H
23872,20220326,0000,14,7.4,18.0,2.2,1,H
23872,20220326,0100,17,5.8,17.0,1.6,1,H
23872,20220326,0200,11,4.8,18.0,1.3,1,H
23872,20220326,0300,9,4.6,18.0,1.2,1,H
23872,20220326,0400,27,3.0,17.0,0.8,1,H
23872,20220326,0500,33,3.3,13.0,0.8,1,H
23872,20220326,0600,24,3.4,15.0,0.8,1,H
23872,20220326,0700,16,3.3,16.0,0.9,1,H
23872,20220326,0800,3,4.8,19.0,1.4,1,H
23872,20220326,0900,360,5.8,19.0,1.7,1,H
23872,20220326,1000,360,6.0,20.0,1.9,1,H
23872,20220326,1100,9,6.8,18.0,1.9,1,H
23872,20220326,1200,14,6.7,18.0,1.8,1,H
23872,20220326,1300,13,7.2,19.0,2.0,1,H
23872,20220326,1400,10,7.8,18.0,2.0,1,H
23872,20220326,1500,10,6.6,19.0,1.8,1,H
23872,20220326,1600,6,6.9,19.0,1.9,1,H
23872,20220326,1700,8,6.1,18.0,1.6,1,H
23872,20220326,1800,12,4.9,18.0,1.4,1,H
23872,20220326,1900,20,3.9,15.0,1.0,1,H
23872,20220326,2000,32,3.6,12.0,0.7,1,H
23872,20220326,2100,27,3.7,13.0,0.8,1,H
23872,20220326,2200,37,2.9,13.0,0.6,1,H
23872,20220326,2300,30,3.4,13.0,1.0,1,H
23872,20220327,0000,21,4.3,16.0,1.1,1,H
23872,20220327,0100,24,4.3,16.0,1.3,1,H
23872,20220327,0200,22,5.2,16.0,1.3,1,H
23872,20220327,0300,16,5.2,19.0,1.5,1,H
23872,20220327,0400,14,5.2,19.0,1.5,1,H
23872,20220327,0500,9,6.5,18.0,1.7,1,H
23872,20220327,0600,8,6.4,19.0,1.7,1,H
23872,20220327,0700,8,6.8,18.0,1.8,1,H
23872,20220327,0800,11,5.4,16.0,1.4,1,H
23872,20220327,0900,6,5.2,18.0,1.4,1,H
23872,20220327,1000,10,6.0,18.0,1.6,1,H
23872,20220327,1100,2,6.1,19.0,1.6,1,H
23872,20220327,1200,358,6.4,18.0,1.8,1,H
23872,20220327,1300,4,6.7,19.0,1.8,1,H
23872,20220327,1400,13,6.5,19.0,1.8,1,H
23872,20220327,1500,15,6.2,18.0,1.5,1,H
23872,20220327,1600,13,5.8,18.0,1.5,1,H
23872,20220327,1700,14,5.9,18.0,1.7,1,H
23872,20220327,1800,14,5.1,17.0,1.4,1,H
23872,20220327,1900,17,4.7,16.0,1.1,1,H
23872,20220327,2000,18,3.9,16.0,1.0,1,H
23872,20220327,2100,11,4.1,16.0,1.0,1,H
23872,20220327,2200,15,3.6,16.0,0.8,1,H
23872,20220327,2300,6,3.7,16.0,0.9,1,H
23872,20220328,0000,4,3.9,17.0,1.0,1,H
23872,20220328,0100,5,4.7,17.0,1.2,1,H
23872,20220328,0200,18,4.4,16.0,1.0,1,H
23872,20220328,0300,28,4.1,13.0,0.9,1,H
23872,20220328,0400,33,4.4,13.0,0.9,1,H
23872,20220328,0500,29,4.4,13.0,0.8,1,H
23872,20220328,0600,14,4.9,15.0,1.2,1,H
23872,20220328,0700,8,5.3,17.0,1.3,1,H
23872,20220328,0800,5,4.7,19.0,1.3,1,H
23872,20220328,0900,5,5.2,18.0,1.5,1,H
23872,20220328,1000,357,5.7,20.0,1.6,1,H
23872,20220328,1100,354,5.7,19.0,1.7,1,H
23872,20220328,1200,358,5.8,18.0,1.5,1,H
23872,20220328,1300,357,5.1,21.0,1.4,1,H
23872,20220328,1400,359,5.1,20.0,1.5,1,H
23872,20220328,1500,355,5.6,21.0,1.5,1,H
23872,20220328,1600,2,5.0,19.0,1.4,1,H
23872,20220328,1700,12,5.2,19.0,1.4,1,H
23872,20220328,1800,18,4.6,17.0,1.4,1,H
23872,20220328,1900,25,3.7,15.0,0.9,1,H
23872,20220328,2000,48,2.6,27.0,0.9,1,H
23872,20220328,2100,36,3.0,21.0,0.7,1,H
23872,20220328,2200,30,3.3,17.0,0.9,1,H
23872,20220328,2300,52,2.1,19.0,0.6,1,H
23872,20220329,0000,37,2.4,15.0,0.6,1,H
23872,20220329,0100,43,2.8,18.0,0.7,1,H
23872,20220329,0200,43,3.5,15.0,0.8,1,H
23872,20220329,0300,33,3.6,15.0,0.9,1,H
23872,20220329,0400,30,3.8,14.0,1.0,1,H
23872,20220329,0500,35,3.6,16.0,0.9,1,H
23872,20220329,0600,35,3.6,15.0,0.9,1,H
23872,20220329,0700,32,3.3,13.0,0.7,1,H
23872,20220329,0800,36,3.4,15.0,0.7,1,H
23872,20220329,0900,32,3.9,18.0,1.1,1,H
23872,20220329,1000,21,4.2,17.0,1.2,1,H
23872,20220329,1100,25,4.2,17.0,1.1,1,H
23872,20220329,1200,14,4.5,18.0,1.2,1,H
23872,20220329,1300,27,5.5,17.0,1.3,1,H
23872,20220329,1400,30,5.6,18.0,1.4,1,H
23872,20220329,1500,23,5.7,16.0,1.5,1,H
23872,20220329,1600,27,6.0,14.0,1.4,1,H
23872,20220329,1700,30,4.9,15.0,1.3,1,H
23872,20220329,1800,34,3.8,16.0,1.0,1,H
23872,20220329,1900,36,3.8,16.0,0.9,1,H
23872,20220329,2000,37,3.8,16.0,1.1,1,H
23872,20220329,2100,43,3.5,30.0,1.1,1,H
23872,20220329,2200,39,3.6,15.0,0.9,1,H
23872,20220329,2300,37,3.3,15.0,0.7,1,H
23872,20220330,0000,26,3.3,14.0,0.7,1,H
23872,20220330,0100,30,2.6,13.0,0.5,1,H
23872,20220330,0200,23,2.5,15.0,0.7,1,H
23872,20220330,0300,33,2.2,17.0,0.6,1,H
23872,20220330,0400,25,2.4,14.0,0.6,1,H
23872,20220330,0500,27,3.6,14.0,0.9,1,H
23872,20220330,0600,27,2.8,15.0,0.8,1,H
23872,20220330,0700,25,3.4,13.0,0.9,1,H
23872,20220330,0800,24,3.6,14.0,0.8,1,H
23872,20220330,0900,17,3.5,16.0,0.9,1,H
23872,20220330,1000,16,3.3,19.0,1.0,1,H
23872,20220330,1100,23,3.3,20.0,0.8,1,H
23872,20220330,1200,29,3.1,20.0,0.8,1,H
23872,20220330,1300,28,2.9,20.0,0.8,1,H
23872,20220330,1400,26,3.6,20.0,1.1,1,H
23872,20220330,1500,21,3.4,19.0,0.9,1,H
23872,20220330,1600,24,3.5,19.0,1.0,1,H
23872,20220330,1700,33,3.3,15.0,0.8,1,H
23872,20220330,1800,39,2.9,18.0,0.8,1,H
23872,20220330,1900,37,3.3,17.0,0.8,1,H
23872,20220330,2000,43,3.4,17.0,0.8,1,H
23872,20220330,2100,51,3.0,19.0,0.7,1,H
23872,20220330,2200,115,2.6,53.0,0.6,1,H
23872,20220330,2300,173,2.2,18.0,0.5,1,H
23872,20220331,0000,179,2.1,20.0,0.5,1,H
23872,20220331,0100,183,1.2,10.0,0.4,1,H
23872,20220331,0200,182,1.2,31.0,0.3,1,H
23872,20220331,0300,215,0.5,15.0,0.4,1,H
23872,20220331,0400,211,0.5,43.0,0.3,1,H
23872,20220331,0500,193,0.5,44.0,0.4,1,H
23872,20220331,0600,273,1.0,12.0,0.4,1,H
23872,20220331,0700,284,0.7,10.0,0.3,1,H
23872,20220331,0800,295,0.6,20.0,0.3,1,H
23872,20220331,0900,355,1.4,22.0,0.5,1,H
23872,20220331,1000,17,1.8,20.0,0.5,1,H
23872,20220331,1100,350,1.3,56.0,0.5,1,H
23872,20220331,1200,27,1.7,28.0,0.7,1,H
23872,20220331,1300,58,1.3,63.0,0.7,1,H
23872,20220331,1400,153,1.7,33.0,0.6,1,H
23872,20220331,1500,183,2.2,21.0,0.7,1,H
23872,20220331,1600,174,2.2,25.0,0.7,1,H
23872,20220331,1700,185,2.4,21.0,0.7,1,H
23872,20220331,1800,188,2.0,18.0,0.6,1,H
23872,20220331,1900,206,1.6,18.0,0.6,1,H
23872,20220331,2000,178,1.9,23.0,0.6,1,H
23872,20220331,2100,184,1.7,24.0,0.7,1,H
23872,20220331,2200,141,1.2,28.0,0.4,1,H
23872,20220331,2300,132,0.8,23.0,0.4,1,H
23872,20220401,0000,172,0.8,43.0,0.4,1,H
23872,20220401,0100,170,0.6,46.0,0.4,1,H
23872,20220401,0200,284,0.6,24.0,0.4,1,H
23872,20220401,0300,245,0.4,46.0,0.2,1,H
23872,20220401,0400,230,0.5,24.0,0.3,1,H
23872,20220401,0500,230,0.6,4.0,0.2,1,H
23872,20220401,0600,217,1.0,7.0,0.3,1,H
23872,20220401,0700,219,0.5,4.0,0.4,1,H
23872,20220401,0800,109,0.9,31.0,0.4,1,H
23872,20220401,0900,149,1.7,32.0,0.5,1,H
23872,20220401,1000,122,2.8,19.0,0.8,1,H
23872,20220401,1100,108,3.9,17.0,1.1,1,H
23872,20220401,1200,102,4.1,18.0,1.2,1,H
23872,20220401,1300,125,3.9,17.0,1.0,1,H
23872,20220401,1400,121,3.8,17.0,1.1,1,H
23872,20220401,1500,124,4.3,16.0,1.0,1,H
23872,20220401,1600,114,4.2,18.0,1.0,1,H
23872,20220401,1700,109,4.2,18.0,1.1,1,H
23872,20220401,1800,107,4.0,15.0,1.1,1,H
23872,20220401,1900,119,3.3,14.0,0.8,1,H
23872,20220401,2000,127,3.3,14.0,0.8,1,H
23872,20220401,2100,132,3.3,16.0,0.8,1,H
23872,20220401,2200,131,3.2,17.0,0.8,1,H
23872,20220401,2300,99,2.9,14.0,0.7,1,H
23872,20220402,0000,80,2.6,12.0,0.7,1,H
23872,20220402,0100,91,2.3,11.0,0.5,1,H
23872,20220402,0200,76,2.1,16.0,0.6,1,H
23872,20220402,0300,46,1.7,12.0,0.5,1,H
23872,20220402,0400,39,1.0,12.0,0.3,1,H
23872,20220402,0500,18,0.5,19.0,0.3,1,H
23872,20220402,0600,355,0.3,24.0,0.3,1,H
23872,20220402,0700,310,0.5,58.0,0.4,1,H
23872,20220402,0800,202,0.7,14.0,0.4,1,H
23872,20220402,0900,208,2.1,20.0,0.8,1,H
23872,20220402,1000,200,2.7,25.0,1.0,1,H
23872,20220402,1100,198,3.0,24.0,1.1,1,H
23872,20220402,1200,200,2.9,23.0,1.0,1,H
23872,20220402,1300,202,3.6,23.0,1.1,1,H
23872,20220402,1400,198,3.4,28.0,1.2,1,H
23872,20220402,1500,198,3.2,26.0,1.2,1,H
23872,20220402,1600,190,3.1,33.0,1.2,1,H
23872,20220402,1700,181,2.3,39.0,1.1,1,H
23872,20220402,1800,150,1.5,69.0,0.7,1,H
23872,20220402,1900,16,1.6,15.0,0.4,1,H
23872,20220402,2000,11,1.4,13.0,0.4,1,H
23872,20220402,2100,26,1.2,29.0,0.3,1,H
23872,20220402,2200,273,0.7,57.0,0.3,1,H
23872,20220402,2300,196,0.8,18.0,0.4,1,H
23872,20220403,0000,168,0.7,17.0,0.4,1,H
23872,20220403,0100,177,0.8,48.0,0.3,1,H
23872,20220403,0200,255,1.2,16.0,0.2,1,H
23872,20220403,0300,267,0.7,9.0,0.3,1,H
23872,20220403,0400,262,1.1,12.0,0.3,1,H
23872,20220403,0500,273,1.2,11.0,0.3,1,H
23872,20220403,0600,265,1.0,10.0,0.3,1,H
23872,20220403,0700,159,0.6,50.0,0.3,1,H
23872,20220403,0800,142,0.5,24.0,0.3,1,H
23872,20220403,0900,15,1.8,15.0,0.6,1,H
23872,20220403,1000,9,2.5,26.0,0.9,1,H
23872,20220403,1100,1,2.7,31.0,1.1,1,H
23872,20220403,1200,357,3.2,33.0,1.4,1,H
23872,20220403,1300,357,2.9,33.0,1.1,1,H
23872,20220403,1400,358,2.6,32.0,1.1,1,H
23872,20220403,1500,360,2.6,34.0,1.1,1,H
23872,20220403,1600,3,2.7,30.0,1.1,1,H
23872,20220403,1700,356,2.3,35.0,1.0,1,H
23872,20220403,1800,4,1.6,25.0,0.7,1,H
23872,20220403,1900,316,0.8,58.0,0.3,1,H
23872,20220403,2000,29,0.7,86.0,0.4,1,H
23872,20220403,2100,319,0.7,36.0,0.3,1,H
23872,20220403,2200,235,1.4,21.0,0.6,1,H
23872,20220403,2300,234,1.1,18.0,0.5,1,H
23872,20220404,0000,335,0.7,43.0,0.5,1,H
23872,20220404,0100,292,0.8,17.0,0.4,1,H
23872,20220404,0200,142,0.4,74.0,0.4,1,H
23872,20220404,0300,343,0.9,46.0,0.4,1,H
23872,20220404,0400,4,1.1,36.0,0.5,1,H
23872,20220404,0500,19,0.8,55.0,0.4,1,H
23872,20220404,0600,89,1.2,18.0,0.3,1,H
23872,20220404,0700,24,0.6,29.0,0.3,1,H
23872,20220404,0800,344,0.7,29.0,0.2,1,H
23872,20220404,0900,19,1.6,31.0,0.8,1,H
23872,20220404,1000,16,2.2,31.0,1.0,1,H
23872,20220404,1100,27,3.1,21.0,0.9,1,H
23872,20220404,1200,22,2.8,25.0,1.0,1,H
23872,20220404,1300,22,3.0,28.0,1.1,1,H
23872,20220404,1400,19,3.0,28.0,1.1,1,H
23872,20220404,1500,20,2.6,32.0,1.0,1,H
23872,20220404,1600,20,2.8,26.0,1.0,1,H
23872,20220404,1700,15,2.5,26.0,1.0,1,H
23872,20220404,1800,13,1.7,31.0,0.7,1,H
23872,20220404,1900,6,1.3,30.0,0.6,1,H
23872,20220404,2000,360,1.0,58.0,0.5,1,H
23872,20220404,2100,359,0.9,53.0,0.5,1,H
23872,20220404,2200,314,0.9,42.0,0.4,1,H
23872,20220404,2300,352,1.0,41.0,0.4,1,H
23872,20220405,0000,355,1.1,21.0,0.4,1,H
23872,20220405,0100,330,0.9,30.0,0.3,1,H
23872,20220405,0200,306,0.8,24.0,0.5,1,H
23872,20220405,0300,22,1.6,26.0,0.6,1,H
23872,20220405,0400,19,2.0,23.0,0.8,1,H
23872,20220405,0500,43,2.2,16.0,0.6,1,H
23872,20220405,0600,45,1.5,21.0,0.5,1,H
23872,20220405,0700,27,1.9,24.0,0.9,1,H
23872,20220405,0800,24,2.3,22.0,0.9,1,H
23872,20220405,0900,12,2.6,28.0,1.2,1,H
23872,20220405,1000,19,4.1,23.0,1.4,1,H
23872,20220405,1100,19,3.8,22.0,1.2,1,H
23872,20220405,1200,21,4.0,23.0,1.4,1,H
23872,20220405,1300,22,5.0,21.0,1.5,1,H
23872,20220405,1400,25,3.8,21.0,1.3,1,H
23872,20220405,1500,21,3.5,23.0,1.2,1,H
23872,20220405,1600,28,4.1,20.0,1.3,1,H
23872,20220405,1700,23,4.4,20.0,1.2,1,H
23872,20220405,1800,36,3.5,17.0,1.2,1,H
23872,20220405,1900,23,3.6,23.0,1.6,1,H
23872,20220405,2000,13,2.8,29.0,1.1,1,H
23872,20220405,2100,13,2.3,29.0,0.9,1,H
23872,20220405,2200,3,1.5,38.0,0.7,1,H
23872,20220405,2300,19,2.7,28.0,1.1,1,H
23872,20220406,0000,26,2.3,20.0,0.8,1,H
23872,20220406,0100,18,3.6,23.0,1.5,1,H
23872,20220406,0200,11,4.2,24.0,1.6,1,H
23872,20220406,0300,12,6.9,23.0,2.2,1,H
23872,20220406,0400,346,4.4,35.0,2.0,1,H
23872,20220406,0500,341,2.9,35.0,1.2,1,H
23872,20220406,0600,335,2.8,38.0,1.2,1,H
23872,20220406,0700,349,2.8,29.0,1.0,1,H
23872,20220406,0800,300,1.7,55.0,0.9,1,H
23872,20220406,0900,319,2.1,51.0,1.0,1,H
23872,20220406,1000,320,2.2,50.0,1.1,1,H
23872,20220406,1100,323,2.9,48.0,1.4,1,H
23872,20220406,1200,322,3.3,49.0,1.6,1,H
23872,20220406,1300,333,3.4,35.0,1.4,1,H
23872,20220406,1400,326,3.2,44.0,1.5,1,H
23872,20220406,1500,320,2.7,55.0,1.4,1,H
23872,20220406,1600,338,3.2,38.0,1.5,1,H
23872,20220406,1700,338,3.6,40.0,1.7,1,H
23872,20220406,1800,298,3.2,54.0,1.6,1,H
23872,20220406,1900,232,7.9,19.0,3.1,1,H
23872,20220406,2000,234,10.8,13.0,2.3,1,H
23872,20220406,2100,252,7.5,22.0,3.1,1,H
23872,20220406,2200,240,2.5,88.0,1.2,1,H
23872,20220406,2300,261,3.0,64.0,1.6,1,H
23872,20220407,0000,265,3.2,41.0,1.5,1,H
23872,20220407,0100,251,4.7,19.0,1.5,1,H
23872,20220407,0200,249,4.0,20.0,1.2,1,H
23872,20220407,0300,241,3.2,24.0,1.1,1,H
23872,20220407,0400,209,4.0,34.0,1.6,1,H
23872,20220407,0500,167,3.9,17.0,1.2,1,H
23872,20220407,0600,165,3.3,16.0,1.3,1,H
23872,20220407,0700,181,2.8,16.0,0.9,1,H
23872,20220407,0800,174,3.3,16.0,1.0,1,H
23872,20220407,0900,163,4.4,22.0,1.3,1,H
23872,20220407,1000,156,5.3,20.0,1.8,1,H
23872,20220407,1100,155,5.4,21.0,1.7,1,H
23872,20220407,1200,164,6.4,17.0,1.8,1,H
23872,20220407,1300,170,5.6,20.0,1.7,1,H
23872,20220407,1400,174,5.2,20.0,1.4,1,H
23872,20220407,1500,168,4.8,19.0,1.2,1,H
23872,20220407,1600,167,4.3,19.0,1.4,1,H
23872,20220407,1700,188,4.0,21.0,1.0,1,H
23872,20220407,1800,187,3.2,15.0,0.9,1,H
23872,20220407,1900,201,2.7,13.0,0.6,1,H
23872,20220407,2000,245,2.1,16.0,0.3,1,H
23872,20220407,2100,278,1.9,15.0,0.4,1,H
23872,20220407,2200,280,1.4,22.0,0.6,1,H
23872,20220407,2300,281,1.6,8.0,0.5,1,H
23872,20220408,0000,286,1.5,20.0,0.5,1,H
23872,20220408,0100,301,1.2,14.0,0.3,1,H
23872,20220408,0200,305,1.1,32.0,0.5,1,H
23872,20220408,0300,304,1.1,22.0,0.6,1,H
23872,20220408,0400,312,1.0,36.0,0.4,1,H
23872,20220408,0500,358,1.1,15.0,0.5,1,H
23872,20220408,0600,345,1.1,40.0,0.6,1,H
23872,20220408,0700,355,1.5,25.0,0.6,1,H
23872,20220408,0800,346,1.4,45.0,0.6,1,H
23872,20220408,0900,18,1.9,23.0,0.6,1,H
23872,20220408,1000,14,2.3,25.0,0.7,1,H
23872,20220408,1100,355,2.6,36.0,1.2,1,H
23872,20220408,1200,347,2.7,37.0,1.2,1,H
23872,20220408,1300,236,4.1,35.0,2.0,1,H
23872,20220408,1400,244,3.4,40.0,1.6,1,H
23872,20220408,1500,220,5.0,26.0,1.5,1,H
23872,20220408,1600,249,6.5,14.0,1.6,1,H
23872,20220408,1700,232,4.7,23.0,1.5,1,H
23872,20220408,1800,237,4.7,21.0,1.4,1,H
23872,20220408,1900,244,5.6,17.0,1.6,1,H
23872,20220408,2000,254,5.0,26.0,1.8,1,H
23872,20220408,2100,268,5.2,26.0,1.7,1,H
23872,20220408,2200,274,4.7,27.0,1.9,1,H
23872,20220408,2300,277,3.1,25.0,1.6,1,H
23872,20220409,0000,263,3.2,17.0,0.9,1,H
23872,20220409,0100,291,1.9,19.0,0.7,1,H
23872,20220409,0200,288,1.8,18.0,0.8,1,H
23872,20220409,0300,290,1.3,18.0,0.5,1,H
23872,20220409,0400,259,2.0,18.0,0.4,1,H
23872,20220409,0500,245,1.2,20.0,0.7,1,H
23872,20220409,0600,166,1.0,54.0,0.5,1,H
23872,20220409,0700,216,2.0,18.0,0.7,1,H
23872,20220409,0800,235,1.8,18.0,0.4,1,H
23872,20220409,0900,207,2.6,21.0,0.7,1,H
23872,20220409,1000,167,2.7,18.0,0.7,1,H
23872,20220409,1100,137,2.8,27.0,0.8,1,H
23872,20220409,1200,154,3.2,25.0,1.1,1,H
23872,20220409,1300,173,2.7,29.0,1.0,1,H
23872,20220409,1400,169,3.0,23.0,0.9,1,H
23872,20220409,1500,166,2.8,23.0,0.9,1,H
23872,20220409,1600,186,2.9,19.0,0.8,1,H
23872,20220409,1700,198,2.6,18.0,0.8,1,H
23872,20220409,1800,217,2.3,16.0,0.5,1,H
23872,20220409,1900,225,1.9,23.0,0.5,1,H
23872,20220409,2000,238,2.0,12.0,0.4,1,H
23872,20220409,2100,249,1.8,15.0,0.2,1,H
23872,20220409,2200,265,2.1,8.0,0.1,1,H
23872,20220409,2300,274,2.1,11.0,0.2,1,H
23872,20220410,0000,268,2.0,12.0,0.3,1,H
23872,20220410,0100,273,2.0,15.0,0.2,1,H
23872,20220410,0200,261,1.8,6.0,0.2,1,H
23872,20220410,0300,270,1.5,10.0,0.3,1,H
23872,20220410,0400,277,1.6,10.0,0.3,1,H
23872,20220410,0500,279,1.6,10.0,0.4,1,H
23872,20220410,0600,282,1.0,10.0,0.4,1,H
23872,20220410,0700,292,1.1,12.0,0.3,1,H
23872,20220410,0800,316,0.9,40.0,0.4,1,H
23872,20220410,0900,19,1.5,19.0,0.4,1,H
23872,20220410,1000,22,1.0,55.0,0.5,1,H
23872,20220410,1100,63,2.2,19.0,0.7,1,H
23872,20220410,1200,71,2.1,28.0,0.8,1,H
23872,20220410,1300,80,2.1,30.0,0.7,1,H
23872,20220410,1400,78,2.3,28.0,0.8,1,H
23872,20220410,1500,120,1.9,58.0,1.0,1,H
23872,20220410,1600,202,3.9,17.0,1.1,1,H
23872,20220410,1700,204,3.6,18.0,1.0,1,H
23872,20220410,1800,187,2.1,23.0,0.7,1,H
23872,20220410,1900,172,1.4,12.0,0.4,1,H
23872,20220410,2000,236,0.2,29.0,0.3,1,H
23872,20220410,2100,298,1.3,11.0,0.3,1,H
23872,20220410,2200,278,1.1,15.0,0.3,1,H
23872,20220410,2300,289,1.5,10.0,0.3,1,H
23872,20220411,0000,284,2.3,6.0,0.4,1,H
23872,20220411,0100,279,0.8,30.0,0.4,1,H
23872,20220411,0200,308,1.3,28.0,0.4,1,H
23872,20220411,0300,286,1.1,17.0,0.4,1,H
23872,20220411,0400,283,1.4,10.0,0.3,1,H
23872,20220411,0500,304,1.1,27.0,0.4,1,H
23872,20220411,0600,313,1.1,26.0,0.4,1,H
23872,20220411,0700,286,1.4,14.0,0.4,1,H
23872,20220411,0800,283,0.7,14.0,0.5,1,H
23872,20220411,0900,19,1.5,32.0,0.7,1,H
23872,20220411,1000,16,2.8,19.0,0.7,1,H
23872,20220411,1100,4,3.1,27.0,1.1,1,H
23872,20220411,1200,2,3.0,26.0,1.1,1,H
23872,20220411,1300,355,2.6,31.0,1.0,1,H
23872,20220411,1400,10,2.6,28.0,0.9,1,H
23872,20220411,1500,61,1.8,52.0,0.6,1,H
23872,20220411,1600,335,2.0,75.0,1.0,1,H
23872,20220411,1700,351,2.0,40.0,0.9,1,H
23872,20220411,1800,359,2.4,23.0,0.8,1,H
23872,20220411,1900,358,2.1,21.0,0.8,1,H
23872,20220411,2000,339,1.2,50.0,0.7,1,H
23872,20220411,2100,343,0.9,57.0,0.5,1,H
23872,20220411,2200,354,1.8,38.0,0.8,1,H
23872,20220411,2300,356,1.5,36.0,0.6,1,H
23872,20220412,0000,8,2.1,15.0,0.6,1,H
23872,20220412,0100,358,2.2,23.0,0.7,1,H
23872,20220412,0200,4,1.9,22.0,0.6,1,H
23872,20220412,0300,359,1.3,20.0,0.5,1,H
23872,20220412,0400,11,1.3,12.0,0.3,1,H
23872,20220412,0500,30,0.9,14.0,0.3,1,H
23872,20220412,0600,332,1.2,59.0,0.7,1,H
23872,20220412,0700,359,1.7,22.0,0.9,1,H
23872,20220412,0800,4,1.7,19.0,0.5,1,H
23872,20220412,0900,5,2.2,20.0,0.8,1,H
23872,20220412,1000,355,1.9,33.0,0.8,1,H
23872,20220412,1100,6,3.3,22.0,1.1,1,H
23872,20220412,1200,1,4.1,25.0,1.5,1,H
23872,20220412,1300,354,3.0,37.0,1.3,1,H
23872,20220412,1400,357,3.4,28.0,1.3,1,H
23872,20220412,1500,1,3.8,27.0,1.4,1,H
23872,20220412,1600,4,3.2,25.0,1.1,1,H
23872,20220412,1700,4,3.0,21.0,1.0,1,H
23872,20220412,1800,360,1.5,22.0,0.6,1,H
23872,20220412,1900,255,1.1,36.0,0.5,1,H
23872,20220412,2000,188,1.3,32.0,0.4,1,H
23872,20220412,2100,224,1.4,17.0,0.4,1,H
23872,20220412,2200,218,0.6,36.0,0.4,1,H
23872,20220412,2300,160,0.5,41.0,0.4,1,H
23872,20220413,0000,234,0.8,97.0,0.5,1,H
23872,20220413,0100,234,1.2,9.0,0.4,1,H
23872,20220413,0200,210,1.9,16.0,0.4,1,H
23872,20220413,0300,210,2.8,13.0,0.9,1,H
23872,20220413,0400,201,3.0,14.0,0.7,1,H
23872,20220413,0500,202,3.3,14.0,0.8,1,H
23872,20220413,0600,190,4.2,17.0,1.2,1,H
23872,20220413,0700,184,5.0,16.0,1.4,1,H
23872,20220413,0800,188,5.6,16.0,1.5,1,H
23872,20220413,0900,183,5.8,17.0,1.5,1,H
23872,20220413,1000,172,5.7,16.0,1.6,1,H
23872,20220413,1100,190,5.9,15.0,1.6,1,H
23872,20220413,1200,183,6.7,16.0,1.9,1,H
23872,20220413,1300,187,7.6,17.0,2.1,1,H
23872,20220413,1400,182,7.8,17.0,1.9,1,H
23872,20220413,1500,183,8.6,16.0,2.2,1,H
23872,20220413,1600,183,8.4,16.0,2.2,1,H
23872,20220413,1700,179,7.8,16.0,2.0,1,H
23872,20220413,1800,182,7.1,16.0,1.9,1,H
23872,20220413,1900,179,6.9,16.0,2.0,1,H
23872,20220413,2000,176,6.3,16.0,1.8,1,H
23872,20220413,2100,177,5.7,16.0,1.5,1,H
23872,20220413,2200,178,6.0,16.0,1.6,1,H
23872,20220413,2300,182,6.4,16.0,1.7,1,H
23872,20220414,0000,184,6.7,17.0,1.8,1,H
23872,20220414,0100,184,6.1,17.0,1.6,1,H
23872,20220414,0200,188,5.3,16.0,1.5,1,H
23872,20220414,0300,203,3.8,13.0,0.8,1,H
23872,20220414,0400,195,4.4,15.0,1.2,1,H
23872,20220414,0500,194,5.0,16.0,1.3,1,H
23872,20220414,0600,200,3.8,14.0,0.9,1,H
23872,20220414,0700,208,3.7,11.0,0.7,1,H
23872,20220414,0800,203,3.6,12.0,0.7,1,H
23872,20220414,0900,196,4.0,17.0,1.0,1,H
23872,20220414,1000,180,5.1,19.0,1.4,1,H
23872,20220414,1100,181,5.1,19.0,1.4,1,H
23872,20220414,1200,180,5.1,19.0,1.5,1,H
23872,20220414,1300,189,4.8,21.0,1.4,1,H
23872,20220414,1400,190,4.6,21.0,1.3,1,H
23872,20220414,1500,197,4.8,19.0,1.2,1,H
23872,20220414,1600,202,4.3,19.0,1.2,1,H
23872,20220414,1700,204,3.5,16.0,1.0,1,H
23872,20220414,1800,204,2.4,13.0,0.7,1,H
23872,20220414,1900,211,2.2,11.0,0.3,1,H
23872,20220414,2000,234,2.1,17.0,0.5,1,H
23872,20220414,2100,245,1.7,14.0,0.3,1,H
23872,20220414,2200,244,1.4,10.0,0.3,1,H
23872,20220414,2300,250,1.5,9.0,0.3,1,H
23872,20220415,0000,256,1.8,5.0,0.2,1,H
23872,20220415,0100,241,1.2,8.0,0.3,1,H
23872,20220415,0200,236,1.1,11.0,0.2,1,H
23872,20220415,0300,268,1.2,7.0,0.2,1,H
23872,20220415,0400,264,1.3,7.0,0.3,1,H
23872,20220415,0500,269,1.5,8.0,0.4,1,H
