Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Stratford Ews,23872,E94334,-39.33546,174.30502,280,H,Niwa
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(NZST),Time(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
23872,20220101,0000,116,1.2,32.0,0.6,1,H
23872,20220101,0100,116,1.3,32.0,0.5,1,H
23872,20220101,0200,109,0.9,52.0,0.6,1,H
23872,20220101,0300,103,1.3,42.0,0.6,1,H
23872,20220101,0400,98,1.2,52.0,0.6,1,H
23872,20220101,0500,129,2.0,45.0,1.0,1,H
23872,20220101,0600,130,1.7,26.0,1.0,1,H
23872,20220101,0700,114,3.5,20.0,1.4,1,H
23872,20220101,0800,98,6.7,17.0,1.8,1,H
23872,20220101,0900,94,7.8,15.0,2.0,1,H
23872,20220101,1000,91,8.2,16.0,2.3,1,H
23872,20220101,1100,87,7.4,16.0,2.2,1,H
23872,20220101,1200,72,6.2,23.0,1.8,1,H
23872,20220101,1300,77,6.0,23.0,1.8,1,H
23872,20220101,1400,65,5.6,23.0,1.5,1,H
23872,20220101,1500,59,5.1,23.0,1.3,1,H
23872,20220101,1600,41,5.2,18.0,1.4,1,H
23872,20220101,1700,35,4.0,21.0,1.2,1,H
23872,20220101,1800,40,3.8,18.0,1.2,1,H
23872,20220101,1900,38,3.3,16.0,0.9,1,H
23872,20220101,2000,45,2.5,21.0,0.8,1,H
23872,20220101,2100,53,1.9,17.0,0.5,1,H
23872,20220101,2200,92,2.1,16.0,0.4,1,H
23872,20220101,2300,80,1.8,16.0,0.5,1,H
23872,20220102,0000,67,1.0,28.0,0.5,1,H
23872,20220102,0100,104,1.4,18.0,0.3,1,H
23872,20220102,0200,142,1.2,23.0,0.4,1,H
23872,20220102,0300,165,1.0,53.0,0.6,1,H
23872,20220102,0400,148,1.2,52.0,0.7,1,H
23872,20220102,0500,186,1.4,38.0,0.7,1,H
23872,20220102,0600,202,2.2,22.0,0.7,1,H
23872,20220102,0700,209,2.3,19.0,0.7,1,H
23872,20220102,0800,218,2.7,18.0,0.7,1,H
23872,20220102,0900,218,2.8,21.0,0.8,1,H
23872,20220102,1000,213,2.7,28.0,0.8,1,H
23872,20220102,1100,217,2.2,30.0,0.8,1,H
23872,20220102,1200,214,2.1,41.0,0.8,1,H
23872,20220102,1300,197,2.0,39.0,0.9,1,H
23872,20220102,1400,138,2.4,88.0,1.3,1,H
23872,20220102,1500,41,4.3,22.0,1.2,1,H
23872,20220102,1600,42,3.9,21.0,1.0,1,H
23872,20220102,1700,25,3.6,17.0,1.0,1,H
23872,20220102,1800,33,3.0,18.0,0.9,1,H
23872,20220102,1900,30,2.1,18.0,0.7,1,H
23872,20220102,2000,25,1.5,14.0,0.4,1,H
23872,20220102,2100,50,1.1,18.0,0.6,1,H
23872,20220102,2200,65,0.8,27.0,0.2,1,H
23872,20220102,2300,82,0.4,17.0,0.5,1,H
23872,20220103,0000,110,0.6,7.0,0.4,1,H
23872,20220103,0100,94,1.0,18.0,0.3,1,H
23872,20220103,0200,120,1.5,2.0,0.4,1,H
23872,20220103,0300,120,1.5,8.0,0.8,1,H
23872,20220103,0400,124,1.3,8.0,0.5,1,H
23872,20220103,0500,128,1.4,11.0,0.4,1,H
23872,20220103,0600,121,1.1,10.0,0.6,1,H
23872,20220103,0700,150,0.6,57.0,0.5,1,H
23872,20220103,0800,293,1.0,21.0,0.4,1,H
23872,20220103,0900,302,1.2,30.0,0.6,1,H
23872,20220103,1000,342,1.7,30.0,0.7,1,H
23872,20220103,1100,14,2.4,27.0,0.8,1,H
23872,20220103,1200,18,3.3,24.0,1.0,1,H
23872,20220103,1300,28,3.6,24.0,1.0,1,H
23872,20220103,1400,33,4.0,24.0,1.2,1,H
23872,20220103,1500,44,4.9,20.0,1.3,1,H
23872,20220103,1600,41,4.9,21.0,1.4,1,H
23872,20220103,1700,39,4.7,18.0,1.4,1,H
23872,20220103,1800,43,4.4,18.0,1.3,1,H
23872,20220103,1900,41,3.5,16.0,1.0,1,H
23872,20220103,2000,39,2.9,18.0,0.7,1,H
23872,20220103,2100,31,2.2,16.0,0.6,1,H
23872,20220103,2200,36,2.2,17.0,0.6,1,H
23872,20220103,2300,41,2.2,16.0,0.6,1,H
23872,20220104,0000,37,1.9,15.0,0.6,1,H
23872,20220104,0100,24,1.7,15.0,0.5,1,H
23872,20220104,0200,51,1.0,24.0,0.4,1,H
23872,20220104,0300,53,0.5,14.0,0.4,1,H
23872,20220104,0400,11,0.4,31.0,0.4,1,H
23872,20220104,0500,27,1.0,24.0,0.2,1,H
23872,20220104,0600,98,1.1,24.0,0.5,1,H
23872,20220104,0700,101,1.0,56.0,0.8,1,H
23872,20220104,0800,347,0.6,27.0,0.5,1,H
23872,20220104,0900,350,1.3,30.0,0.5,1,H
23872,20220104,1000,346,1.7,27.0,0.5,1,H
23872,20220104,1100,23,2.6,21.0,0.8,1,H
23872,20220104,1200,23,3.4,20.0,1.0,1,H
23872,20220104,1300,36,3.9,22.0,1.1,1,H
23872,20220104,1400,37,4.1,20.0,1.2,1,H
23872,20220104,1500,53,4.6,21.0,1.3,1,H
23872,20220104,1600,47,4.5,20.0,1.2,1,H
23872,20220104,1700,38,4.2,17.0,1.1,1,H
23872,20220104,1800,47,4.1,18.0,1.1,1,H
23872,20220104,1900,41,3.4,24.0,1.1,1,H
23872,20220104,2000,28,2.5,19.0,0.7,1,H
23872,20220104,2100,51,2.2,32.0,0.7,1,H
23872,20220104,2200,44,1.4,23.0,0.4,1,H
23872,20220104,2300,35,1.5,53.0,0.8,1,H
23872,20220105,0000,356,1.0,28.0,0.5,1,H
23872,20220105,0100,6,1.5,28.0,0.6,1,H
23872,20220105,0200,36,1.5,25.0,0.7,1,H
23872,20220105,0300,41,1.8,15.0,0.6,1,H
23872,20220105,0400,66,1.0,90.0,0.6,1,H
23872,20220105,0500,179,0.9,37.0,0.3,1,H
23872,20220105,0600,190,0.8,28.0,0.4,1,H
23872,20220105,0700,216,1.2,15.0,0.4,1,H
23872,20220105,0800,261,1.0,21.0,0.4,1,H
23872,20220105,0900,251,1.7,25.0,0.5,1,H
23872,20220105,1000,241,2.5,23.0,0.7,1,H
23872,20220105,1100,214,2.3,37.0,0.8,1,H
23872,20220105,1200,225,2.0,36.0,0.9,1,H
23872,20220105,1300,77,2.8,79.0,1.3,1,H
23872,20220105,1400,43,3.7,19.0,1.1,1,H
23872,20220105,1500,37,4.0,22.0,1.1,1,H
23872,20220105,1600,36,4.5,21.0,1.3,1,H
23872,20220105,1700,41,4.6,20.0,1.3,1,H
23872,20220105,1800,41,4.4,20.0,1.1,1,H
23872,20220105,1900,42,4.4,17.0,1.1,1,H
23872,20220105,2000,40,4.1,16.0,1.2,1,H
23872,20220105,2100,39,3.8,15.0,0.9,1,H
23872,20220105,2200,47,3.7,16.0,0.9,1,H
23872,20220105,2300,49,2.8,15.0,0.6,1,H
23872,20220106,0000,51,2.6,13.0,0.7,1,H
23872,20220106,0100,49,3.0,16.0,0.7,1,H
23872,20220106,0200,46,3.2,14.0,0.8,1,H
23872,20220106,0300,45,3.5,15.0,1.0,1,H
23872,20220106,0400,43,4.1,15.0,1.1,1,H
23872,20220106,0500,46,3.7,15.0,0.9,1,H
23872,20220106,0600,46,4.1,15.0,1.1,1,H
23872,20220106,0700,42,3.9,15.0,1.0,1,H
23872,20220106,0800,38,4.1,16.0,1.1,1,H
23872,20220106,0900,36,3.6,19.0,1.1,1,H
23872,20220106,1000,40,4.7,17.0,1.4,1,H
23872,20220106,1100,41,5.5,17.0,1.8,1,H
23872,20220106,1200,28,6.3,18.0,1.6,1,H
23872,20220106,1300,25,5.5,21.0,1.4,1,H
23872,20220106,1400,28,5.5,19.0,1.4,1,H
23872,20220106,1500,31,6.0,19.0,1.5,1,H
23872,20220106,1600,28,5.9,18.0,1.6,1,H
23872,20220106,1700,32,5.1,17.0,1.5,1,H
23872,20220106,1800,27,5.3,16.0,1.4,1,H
23872,20220106,1900,28,5.3,18.0,1.4,1,H
23872,20220106,2000,26,5.2,16.0,1.3,1,H
23872,20220106,2100,35,4.7,18.0,1.2,1,H
23872,20220106,2200,42,4.3,16.0,1.0,1,H
23872,20220106,2300,49,3.7,13.0,0.9,1,H
23872,20220107,0000,39,3.8,17.0,1.0,1,H
23872,20220107,0100,47,4.0,13.0,0.8,1,H
23872,20220107,0200,50,3.5,13.0,0.8,1,H
23872,20220107,0300,50,3.0,12.0,0.6,1,H
23872,20220107,0400,51,3.1,12.0,0.7,1,H
23872,20220107,0500,47,3.3,14.0,0.7,1,H
23872,20220107,0600,48,3.0,14.0,0.6,1,H
23872,20220107,0700,33,3.2,18.0,1.1,1,H
23872,20220107,0800,6,4.4,22.0,1.4,1,H
23872,20220107,0900,5,4.6,22.0,1.5,1,H
23872,20220107,1000,9,5.0,22.0,1.5,1,H
23872,20220107,1100,16,5.1,21.0,1.5,1,H
23872,20220107,1200,23,5.1,21.0,1.3,1,H
23872,20220107,1300,24,5.4,21.0,1.4,1,H
23872,20220107,1400,25,5.5,19.0,1.4,1,H
23872,20220107,1500,26,5.1,22.0,1.3,1,H
23872,20220107,1600,32,5.0,20.0,1.3,1,H
23872,20220107,1700,31,4.3,21.0,1.2,1,H
23872,20220107,1800,36,4.3,19.0,1.2,1,H
23872,20220107,1900,46,3.7,17.0,1.0,1,H
23872,20220107,2000,48,3.4,12.0,0.7,1,H
23872,20220107,2100,58,3.1,13.0,0.6,1,H
23872,20220107,2200,51,3.5,14.0,0.8,1,H
23872,20220107,2300,58,2.6,13.0,0.5,1,H
23872,20220108,0000,58,2.5,15.0,0.5,1,H
23872,20220108,0100,74,1.9,16.0,0.5,1,H
23872,20220108,0200,55,2.3,17.0,0.5,1,H
23872,20220108,0300,69,2.1,18.0,0.4,1,H
23872,20220108,0400,80,1.7,9.0,0.2,1,H
23872,20220108,0500,81,1.6,10.0,0.3,1,H
23872,20220108,0600,95,1.4,22.0,0.3,1,H
23872,20220108,0700,70,1.2,43.0,0.3,1,H
23872,20220108,0800,359,0.9,42.0,0.4,1,H
23872,20220108,0900,355,1.4,37.0,0.6,1,H
23872,20220108,1000,318,1.9,36.0,0.8,1,H
23872,20220108,1100,322,1.8,59.0,0.7,1,H
23872,20220108,1200,343,1.6,58.0,0.8,1,H
23872,20220108,1300,342,1.9,60.0,0.9,1,H
23872,20220108,1400,11,2.0,49.0,0.9,1,H
23872,20220108,1500,36,3.2,32.0,1.2,1,H
23872,20220108,1600,34,3.6,25.0,1.1,1,H
23872,20220108,1700,39,3.1,24.0,0.9,1,H
23872,20220108,1800,41,2.6,23.0,0.9,1,H
23872,20220108,1900,26,2.0,18.0,0.6,1,H
23872,20220108,2000,29,1.4,14.0,0.4,1,H
23872,20220108,2100,96,0.7,28.0,0.3,1,H
23872,20220108,2200,165,0.8,25.0,0.3,1,H
23872,20220108,2300,172,0.8,56.0,0.4,1,H
23872,20220109,0000,172,0.6,34.0,0.4,1,H
23872,20220109,0100,247,1.1,21.0,0.4,1,H
23872,20220109,0200,172,1.1,52.0,0.3,1,H
23872,20220109,0300,216,0.9,88.0,0.4,1,H
23872,20220109,0400,218,0.9,69.0,0.4,1,H
23872,20220109,0500,186,1.0,89.0,0.6,1,H
23872,20220109,0600,313,1.1,54.0,0.7,1,H
23872,20220109,0700,302,1.8,20.0,0.7,1,H
23872,20220109,0800,234,2.8,28.0,1.2,1,H
23872,20220109,0900,209,3.9,22.0,1.4,1,H
23872,20220109,1000,209,4.3,33.0,1.7,1,H
23872,20220109,1100,202,4.4,51.0,1.7,1,H
23872,20220109,1200,162,3.8,69.0,1.6,1,H
23872,20220109,1300,18,2.9,73.0,1.3,1,H
23872,20220109,1400,210,4.1,83.0,2.0,1,H
23872,20220109,1500,14,3.6,71.0,1.5,1,H
23872,20220109,1600,268,3.2,90.0,1.4,1,H
23872,20220109,1700,341,3.1,33.0,1.1,1,H
23872,20220109,1800,308,3.3,26.0,1.2,1,H
23872,20220109,1900,245,4.0,22.0,1.2,1,H
23872,20220109,2000,229,2.9,19.0,0.8,1,H
23872,20220109,2100,219,2.1,18.0,0.7,1,H
23872,20220109,2200,219,2.1,18.0,0.6,1,H
23872,20220109,2300,217,1.8,20.0,0.7,1,H
23872,20220110,0000,214,2.7,20.0,1.0,1,H
23872,20220110,0100,209,2.5,40.0,1.1,1,H
23872,20220110,0200,247,1.0,67.0,0.5,1,H
23872,20220110,0300,342,1.6,26.0,0.5,1,H
23872,20220110,0400,310,1.9,24.0,0.6,1,H
23872,20220110,0500,331,1.7,23.0,0.6,1,H
23872,20220110,0600,268,1.4,56.0,0.7,1,H
23872,20220110,0700,210,1.3,27.0,0.5,1,H
23872,20220110,0800,243,1.8,23.0,0.5,1,H
23872,20220110,0900,282,1.9,35.0,0.7,1,H
23872,20220110,1000,290,2.5,21.0,0.7,1,H
23872,20220110,1100,272,2.4,35.0,0.8,1,H
23872,20220110,1200,312,1.9,40.0,0.8,1,H
23872,20220110,1300,335,3.1,37.0,1.1,1,H
23872,20220110,1400,27,4.0,28.0,1.2,1,H
23872,20220110,1500,352,3.1,43.0,1.1,1,H
23872,20220110,1600,262,3.4,26.0,0.8,1,H
23872,20220110,1700,208,2.6,27.0,1.1,1,H
23872,20220110,1800,206,2.2,27.0,0.9,1,H
23872,20220110,1900,208,2.5,22.0,0.9,1,H
23872,20220110,2000,209,2.0,19.0,0.5,1,H
23872,20220110,2100,203,1.1,21.0,0.6,1,H
23872,20220110,2200,197,0.9,20.0,0.4,1,H
23872,20220110,2300,180,0.6,18.0,0.3,1,H
23872,20220111,0000,184,1.0,25.0,0.4,1,H
23872,20220111,0100,107,1.2,9.0,0.2,1,H
23872,20220111,0200,157,0.6,42.0,0.4,1,H
23872,20220111,0300,193,0.5,10.0,0.3,1,H
23872,20220111,0400,201,0.6,15.0,0.3,1,H
23872,20220111,0500,185,1.3,35.0,0.4,1,H
23872,20220111,0600,142,0.9,41.0,0.4,1,H
23872,20220111,0700,193,0.9,30.0,0.4,1,H
23872,20220111,0800,207,1.6,28.0,0.7,1,H
23872,20220111,0900,223,2.6,20.0,0.8,1,H
23872,20220111,1000,234,2.6,20.0,0.7,1,H
23872,20220111,1100,235,3.3,19.0,0.8,1,H
23872,20220111,1200,227,2.7,29.0,0.9,1,H
23872,20220111,1300,214,3.8,27.0,1.3,1,H
23872,20220111,1400,205,4.2,26.0,1.4,1,H
23872,20220111,1500,206,4.0,27.0,1.5,1,H
23872,20220111,1600,205,3.4,29.0,1.3,1,H
23872,20220111,1700,195,3.2,37.0,1.5,1,H
23872,20220111,1800,198,3.3,37.0,1.4,1,H
23872,20220111,1900,194,3.4,33.0,1.3,1,H
23872,20220111,2000,201,2.3,28.0,1.2,1,H
23872,20220111,2100,200,2.1,38.0,1.1,1,H
23872,20220111,2200,180,1.7,92.0,0.9,1,H
23872,20220111,2300,311,1.9,40.0,0.7,1,H
23872,20220112,0000,304,1.9,35.0,0.8,1,H
23872,20220112,0100,255,2.2,72.0,0.8,1,H
23872,20220112,0200,347,1.7,76.0,0.7,1,H
23872,20220112,0300,295,1.8,41.0,1.0,1,H
23872,20220112,0400,2,1.2,36.0,0.8,1,H
23872,20220112,0500,64,2.5,50.0,0.8,1,H
23872,20220112,0600,136,1.4,31.0,0.7,1,H
23872,20220112,0700,19,1.3,78.0,0.8,1,H
23872,20220112,0800,359,3.4,26.0,0.9,1,H
23872,20220112,0900,256,3.6,46.0,1.3,1,H
23872,20220112,1000,228,3.1,25.0,1.0,1,H
23872,20220112,1100,238,3.0,28.0,1.0,1,H
23872,20220112,1200,302,2.4,67.0,1.2,1,H
23872,20220112,1300,77,5.3,22.0,1.5,1,H
23872,20220112,1400,82,5.8,21.0,1.8,1,H
23872,20220112,1500,87,6.1,19.0,1.8,1,H
23872,20220112,1600,82,6.1,20.0,1.8,1,H
23872,20220112,1700,80,6.1,21.0,1.9,1,H
23872,20220112,1800,88,7.4,15.0,2.0,1,H
23872,20220112,1900,82,6.2,20.0,2.1,1,H
23872,20220112,2000,96,3.9,20.0,1.5,1,H
23872,20220112,2100,113,2.3,48.0,1.7,1,H
23872,20220112,2200,32,1.1,60.0,0.8,1,H
23872,20220112,2300,76,3.9,20.0,1.6,1,H
23872,20220113,0000,77,4.8,19.0,1.7,1,H
23872,20220113,0100,95,5.6,17.0,1.2,1,H
23872,20220113,0200,126,2.3,21.0,1.3,1,H
23872,20220113,0300,191,0.7,43.0,0.6,1,H
23872,20220113,0400,351,0.7,73.0,0.4,1,H
23872,20220113,0500,357,1.3,26.0,0.6,1,H
23872,20220113,0600,34,2.6,18.0,0.7,1,H
23872,20220113,0700,14,3.8,19.0,1.3,1,H
23872,20220113,0800,4,4.7,19.0,1.2,1,H
23872,20220114,0900,4,2.9,22.0,1.9,1,H
23872,20220114,1000,4,3.7,21.0,1.0,1,H
23872,20220115,0900,266,2.1,22.0,0.6,1,H
23872,20220115,1000,264,2.0,43.0,0.7,1,H
23872,20220115,1100,281,1.5,81.0,0.7,1,H
23872,20220115,1200,17,2.0,51.0,0.8,1,H
23872,20220115,1300,15,2.8,31.0,1.1,1,H
23872,20220115,1400,18,3.4,34.0,1.2,1,H
23872,20220115,1500,44,4.4,23.0,1.3,1,H
23872,20220115,1600,38,4.7,20.0,1.5,1,H
23872,20220115,1700,52,5.0,18.0,1.3,1,H
23872,20220115,1800,51,4.7,17.0,1.1,1,H
23872,20220115,1900,49,4.2,16.0,1.1,1,H
23872,20220115,2000,61,3.5,17.0,0.9,1,H
23872,20220115,2100,79,3.0,17.0,0.8,1,H
23872,20220115,2200,83,2.7,16.0,0.7,1,H
23872,20220115,2300,75,1.9,31.0,0.8,1,H
23872,20220116,0000,192,0.6,48.0,0.3,1,H
23872,20220116,0100,167,0.9,19.0,0.3,1,H
23872,20220116,0200,190,1.0,14.0,0.3,1,H
23872,20220116,0300,203,1.7,13.0,0.3,1,H
23872,20220116,0400,198,1.4,17.0,0.3,1,H
23872,20220116,0500,191,1.4,19.0,0.4,1,H
23872,20220116,0600,179,1.1,23.0,0.3,1,H
23872,20220116,0700,199,1.3,28.0,0.5,1,H
23872,20220116,0800,235,1.9,19.0,0.6,1,H
23872,20220116,0900,234,2.1,23.0,0.6,1,H
23872,20220116,1000,277,1.9,48.0,0.6,1,H
23872,20220116,1100,337,1.7,63.0,0.8,1,H
23872,20220116,1200,16,2.7,28.0,1.0,1,H
23872,20220116,1300,36,3.8,24.0,1.2,1,H
23872,20220116,1400,46,4.2,23.0,1.2,1,H
23872,20220116,1500,39,4.4,22.0,1.2,1,H
23872,20220116,1600,46,4.7,20.0,1.4,1,H
23872,20220116,1700,40,5.0,19.0,1.4,1,H
23872,20220116,1800,49,4.9,16.0,1.3,1,H
23872,20220116,1900,48,4.5,16.0,1.1,1,H
23872,20220116,2000,50,3.7,16.0,0.9,1,H
23872,20220116,2100,61,2.7,17.0,0.7,1,H
23872,20220116,2200,61,2.3,20.0,0.7,1,H
23872,20220116,2300,84,1.8,24.0,0.5,1,H
23872,20220117,0000,128,1.3,23.0,0.3,1,H
23872,20220117,0100,138,1.3,14.0,0.3,1,H
23872,20220117,0200,151,1.2,19.0,0.3,1,H
23872,20220117,0300,163,1.2,26.0,0.3,1,H
23872,20220117,0400,140,1.2,22.0,0.4,1,H
23872,20220117,0500,115,1.5,10.0,0.1,1,H
23872,20220117,0600,110,1.1,16.0,0.3,1,H
23872,20220117,0700,337,0.4,42.0,0.4,1,H
23872,20220117,0800,8,2.2,42.0,1.2,1,H
23872,20220117,0900,43,3.3,22.0,1.1,1,H
23872,20220117,1000,40,4.3,17.0,1.1,1,H
23872,20220117,1100,41,4.1,24.0,1.2,1,H
23872,20220117,1200,37,4.6,22.0,1.3,1,H
23872,20220117,1300,47,5.1,21.0,1.4,1,H
23872,20220117,1400,44,5.3,21.0,1.4,1,H
23872,20220117,1500,44,5.2,19.0,1.5,1,H
23872,20220117,1600,44,5.3,19.0,1.4,1,H
23872,20220117,1700,48,5.5,18.0,1.5,1,H
23872,20220117,1800,42,5.1,18.0,1.3,1,H
23872,20220117,1900,43,4.8,17.0,1.3,1,H
23872,20220117,2000,42,3.8,16.0,1.0,1,H
23872,20220117,2100,31,2.8,18.0,0.8,1,H
23872,20220117,2200,38,2.9,15.0,0.8,1,H
23872,20220117,2300,34,2.7,14.0,0.7,1,H
23872,20220118,0000,59,2.7,18.0,0.6,1,H
23872,20220118,0100,74,1.9,16.0,0.4,1,H
23872,20220118,0200,81,2.0,12.0,0.4,1,H
23872,20220118,0300,69,2.0,18.0,0.4,1,H
23872,20220118,0400,84,1.8,15.0,0.3,1,H
23872,20220118,0500,83,1.5,15.0,0.4,1,H
23872,20220118,0600,70,1.3,13.0,0.6,1,H
23872,20220118,0700,55,2.0,15.0,0.4,1,H
23872,20220118,0800,36,2.3,18.0,0.6,1,H
23872,20220118,0900,32,2.7,21.0,0.9,1,H
23872,20220118,1000,16,3.1,22.0,0.9,1,H
23872,20220118,1100,19,2.9,26.0,0.9,1,H
23872,20220118,1200,24,2.6,35.0,1.0,1,H
23872,20220118,1300,36,2.6,34.0,1.0,1,H
23872,20220118,1400,32,3.0,26.0,1.1,1,H
23872,20220118,1500,28,3.3,28.0,1.0,1,H
23872,20220118,1600,38,3.9,24.0,1.2,1,H
23872,20220118,1700,49,4.4,22.0,1.3,1,H
23872,20220118,1800,52,4.8,20.0,1.3,1,H
23872,20220118,1900,67,4.2,21.0,1.1,1,H
23872,20220118,2000,65,3.9,20.0,1.1,1,H
23872,20220118,2100,70,3.5,19.0,0.9,1,H
23872,20220118,2200,87,3.7,14.0,0.9,1,H
23872,20220118,2300,107,2.5,20.0,0.8,1,H
23872,20220119,0000,147,0.7,33.0,0.4,1,H
23872,20220119,0100,169,1.2,40.0,0.5,1,H
23872,20220119,0200,144,1.1,68.0,0.5,1,H
23872,20220119,0300,172,0.9,61.0,0.4,1,H
23872,20220119,0400,149,0.9,31.0,0.4,1,H
23872,20220119,0500,161,1.1,66.0,0.6,1,H
23872,20220119,0600,154,1.3,47.0,0.5,1,H
23872,20220119,0700,163,1.1,41.0,0.4,1,H
23872,20220119,0800,300,1.2,48.0,0.5,1,H
23872,20220119,0900,260,2.2,24.0,0.5,1,H
23872,20220119,1000,239,2.1,27.0,0.7,1,H
23872,20220119,1100,226,2.6,26.0,0.8,1,H
23872,20220119,1200,208,4.0,24.0,1.4,1,H
23872,20220119,1300,205,4.4,28.0,1.6,1,H
23872,20220119,1400,200,4.0,34.0,1.5,1,H
23872,20220119,1500,201,3.8,35.0,1.5,1,H
23872,20220119,1600,265,2.8,66.0,1.3,1,H
23872,20220119,1700,216,3.7,25.0,1.4,1,H
23872,20220119,1800,224,3.4,23.0,1.1,1,H
23872,20220119,1900,229,2.0,46.0,1.1,1,H
23872,20220119,2000,238,2.5,27.0,0.8,1,H
23872,20220119,2100,175,1.5,57.0,0.8,1,H
23872,20220119,2200,200,2.2,35.0,0.9,1,H
23872,20220119,2300,204,2.9,36.0,1.3,1,H
23872,20220120,0000,197,4.1,33.0,1.5,1,H
23872,20220120,0100,203,4.4,21.0,1.2,1,H
23872,20220120,0200,198,2.6,45.0,1.2,1,H
23872,20220120,0300,193,3.5,47.0,1.6,1,H
23872,20220120,0400,197,3.4,35.0,1.4,1,H
23872,20220120,0500,178,3.1,54.0,1.4,1,H
23872,20220120,0600,84,3.7,22.0,1.4,1,H
23872,20220120,0700,82,4.5,20.0,1.5,1,H
23872,20220120,0800,83,4.2,20.0,1.4,1,H
23872,20220120,0900,77,4.7,24.0,1.4,1,H
23872,20220120,1000,74,5.7,22.0,1.6,1,H
23872,20220120,1100,76,5.7,23.0,1.6,1,H
23872,20220120,1200,77,6.0,23.0,1.7,1,H
23872,20220120,1300,73,6.3,24.0,1.8,1,H
23872,20220120,1400,73,5.4,24.0,1.7,1,H
23872,20220120,1500,66,5.9,25.0,1.6,1,H
23872,20220120,1600,76,6.1,22.0,1.8,1,H
23872,20220120,1700,77,5.9,22.0,1.6,1,H
23872,20220120,1800,82,5.7,21.0,1.6,1,H
23872,20220120,1900,80,4.8,20.0,1.4,1,H
23872,20220120,2000,84,4.2,18.0,1.2,1,H
23872,20220120,2100,86,4.2,18.0,1.3,1,H
23872,20220120,2200,84,3.8,16.0,1.3,1,H
23872,20220120,2300,91,3.9,12.0,0.9,1,H
23872,20220121,0000,89,3.0,17.0,0.8,1,H
23872,20220121,0100,107,3.3,21.0,1.2,1,H
23872,20220121,0200,119,1.7,30.0,0.9,1,H
23872,20220121,0300,139,1.6,53.0,0.9,1,H
23872,20220121,0400,95,2.6,19.0,0.8,1,H
23872,20220121,0500,91,2.5,15.0,0.8,1,H
23872,20220121,0600,73,2.6,21.0,1.3,1,H
23872,20220121,0700,83,3.4,17.0,1.4,1,H
23872,20220121,0800,75,3.5,23.0,1.2,1,H
23872,20220121,0900,80,3.7,24.0,1.1,1,H
23872,20220121,1000,66,3.8,28.0,1.2,1,H
23872,20220121,1100,53,3.8,23.0,1.1,1,H
23872,20220121,1200,60,4.2,29.0,1.2,1,H
23872,20220121,1300,36,4.2,22.0,1.3,1,H
23872,20220121,1400,42,4.0,27.0,1.2,1,H
23872,20220121,1500,38,4.4,25.0,1.2,1,H
23872,20220121,1600,49,4.7,22.0,1.2,1,H
23872,20220121,1700,46,5.4,19.0,1.3,1,H
23872,20220121,1800,35,4.3,19.0,1.3,1,H
23872,20220121,1900,37,3.8,17.0,1.1,1,H
23872,20220121,2000,39,3.4,14.0,0.8,1,H
23872,20220121,2100,52,2.6,12.0,0.5,1,H
23872,20220121,2200,64,2.2,15.0,0.6,1,H
23872,20220121,2300,65,2.4,15.0,0.6,1,H
23872,20220122,0000,71,2.2,15.0,0.6,1,H
23872,20220122,0100,78,1.9,15.0,0.4,1,H
23872,20220122,0200,77,1.9,16.0,0.5,1,H
23872,20220122,0300,102,1.8,13.0,0.2,1,H
23872,20220122,0400,115,1.3,14.0,0.3,1,H
23872,20220122,0500,121,0.9,18.0,0.4,1,H
23872,20220122,0600,134,1.1,10.0,0.2,1,H
23872,20220122,0700,159,1.2,32.0,0.4,1,H
23872,20220122,0800,222,3.0,18.0,0.8,1,H
23872,20220122,0900,221,3.0,21.0,0.9,1,H
23872,20220122,1000,206,3.5,28.0,1.2,1,H
23872,20220122,1100,205,3.5,33.0,1.3,1,H
23872,20220122,1200,199,3.3,39.0,1.4,1,H
23872,20220122,1300,196,3.3,35.0,1.3,1,H
23872,20220122,1400,208,3.4,28.0,1.2,1,H
23872,20220122,1500,196,2.9,38.0,1.2,1,H
23872,20220122,1600,193,2.7,41.0,1.1,1,H
23872,20220122,1700,181,2.2,43.0,1.0,1,H
23872,20220122,1800,199,2.4,34.0,1.0,1,H
23872,20220122,1900,203,2.5,25.0,0.8,1,H
23872,20220122,2000,254,1.5,76.0,0.7,1,H
23872,20220122,2100,19,1.3,32.0,0.5,1,H
23872,20220122,2200,27,1.0,47.0,0.7,1,H
23872,20220122,2300,74,0.9,66.0,0.5,1,H
23872,20220123,0000,126,0.8,8.0,0.5,1,H
23872,20220123,0100,114,0.5,41.0,0.3,1,H
23872,20220123,0200,190,0.9,52.0,0.4,1,H
23872,20220123,0300,168,0.8,35.0,0.3,1,H
23872,20220123,0400,191,1.2,40.0,0.5,1,H
23872,20220123,0500,212,1.1,38.0,0.5,1,H
23872,20220123,0600,187,0.8,54.0,0.4,1,H
23872,20220123,0700,299,0.6,84.0,0.3,1,H
